Sentence,rank
"""Lightricks is a pioneer in innovative technology that leads to breakthrough moments throughout the creation process""
",1
"""With a mission to push the limits of technology to reimagine the way creators express themselves, the company brings a unique blend of cutting-edge academic research and design to every user experience""
",1
"""Lightricks’ photo and video editing tools offer endless possibilities and inspiration, while the company’s creator services provide content creators the ability to monetize their work and talents""
",1
"""We focus on putting creators in the center and empowering them from the moment inspiration strikes""
",1
"""Our brilliant minds in R&D take our products to the next level""
",1
"""Our areas of expertise include computer vision, machine learning, rendering, deep learning and computational photography""
",1
"""Our tech team also boasts a leading research team, allowing Lightricks to remain an industry leader""
",1
"""To read more about our team’s work, read our tech blog""
",1
"""We’re looking for a talented Backend Engineer to join our journey! We help hundreds of millions of content creators all over the world to join our effort in building a community for our creators, and help inspire (and get inspired) hundreds of millions of creators""
",1
"""What you will be doing""
",1
"""You will be collaborative, curious, enjoy solving complex problems and have empathy for the growing pains of a rapidly scaling startup""
",1
"""We are looking for Backend Engineers who are great problem solvers, enjoy collaborating with others (Engineering, Product & BI) that value well-written and tested code""
",1
"""Brainstorming feature design, system architecture and troubleshooting""
",1
"""Writing clean, maintainable and testable code, and inspiring others to do the same""
",1
"""Full ownership of the technology stack including infrastructure and production-readiness of key systems""
",2
"""Identifying and implementing software engineering best practices""
",1
"""Work with CI/CD pipelines to deliver frequent and high quality features""
",1
"""5+ years of experience working on backend systems""
",1
"""Highly independent, accountable and a team player""
",2
"""Experience creating RESTful web services, understanding API Design""
",1
"""Experience with Golang/Java/Python or an OO language""
",1
"""Experience with databases, preferably both SQL and NoSQL""
",1
"""Experience with Docker and Kubernetes is a plus""
",1
"""Experience working with event driven system is a plus""
",1
"""Experience developing a cloud-based system (AWS or GCP) is a plus""
",1
"""Payoneer’s mission is to empower anyone, anywhere to participate and succeed in the global economy""
",1
"""If our mission connects with your values, if you revel in solving complex challenges, and if you want to continuously advance your career, come realize your potential at Payoneer!""
",1
"""Life at Payoneer is a global community, where you’ll work with colleagues all over the world, in a hybrid or remote work frame""
",1
"""As an equal opportunity employer, the only things that matter to us are your skills, your drive, and your desire to have a positive impact on others""
",1
"""We’re looking for a Team Leader who is a tech-enthusiast with a drive for excellence, and an out-of-the-box mindset to satisfy business needs in a complex payment solution environment""
",1
"""Collaborate closely with Product, Design/UX, DevOps, and other R&D teams""
",1
"""Lead an autonomous team of software engineers who are working closely with product management for achieving business goals""
",1
"""Put special focus on developing the team""
",1
"""Provide technical authority to your team by demonstrating a hands-on leadership style""
",1
"""Be responsible for the overall design, development, architecture, code quality, and production environment deployment of your team""
",1
"""Accountable | Adaptable | Collaborative | Communicative | Fast Learners | Independent | Motivated | Problem Solvers | Resilient | Technically Proficient""
",1
